SOLD_MONTH,CITY,ZIP,PRICE,BEDS,BATHS,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,MLS,LATITUDE,LONGITUDE,HOUSE_DES
5/1/2022,Frisco,75036,825000,4,3,2990,9060,2018,276,20037605,33.1383127,-96.8723362,"Beautiful original owner one story home loaded with upgrades. Wood floors throughout the house except wet areas and 3 secondary bedrooms. Entry, dining room, family room, study, and primary bedroom accented with double stack crown moulding. Dining Room has built in serving cabinet and iron gated bar and wine room. Beautiful arched walls show attention to architectural details, and accent ceiling heights. Stunning kitchen with white double stacked cabinets up to ceiling, top cabinets have glass inserts and are lighted. Huge center island perfect for serving large crowds easily. Extensive counter space so many cooks can be in the kitchen at the same time. Resort style back yard with on trend concrete over-sized patio accented with stone wall border for lush flower bed full with blooming color, you won't want to leave this spot. Side yards are large and sodded with sprinkler system. This home won't disappoint! Water filtration, softener & conditioner system."
8/1/2021,Frisco,75036,949900,5,4.5,4427,10019,2016,215,14607768,33.1425742,-96.8727552,"Gorgeous 5 bed 4.5 bath home (porte-cochere), located in the highly sought-after in Phillips Creek Ranch. This home is loaded with upgrades. Hardwood floors, Study, guest suite and full bath down stairs. 2 story living room w-stone fireplace. Beautiful chefs dream kitchen features oversized island, custom cabinetry, Double Wall ovens and butler’s pantry. Master suite has sitting area , Spa style bath includes soaking tub, separate tiled shower with Full Body Shower Panel System, granite vanities & walk in w-custom closet. Three large bedrooms, a media room and game room are upstairs. Extended Covered patio and Pergola! Total upgrades ~$180K."
9/1/2021,Frisco,75036,649900,5,4.5,3486,7754,2004,186,14635003,33.1500401,-96.8749129,This is the Home YOU Have Been Waiting For!! Westfalls Village STUNNER Five Bedroom Home in FRISCO ISD with Four Full Bath and BACKYARD POOL OASIS & SPA + THREE CAR GARAGE!!! Hand-Scraped Hardwoods Greet you at Entrance and Soaring Ceilings then into the Living with Built-In Bookshelves Surrounding a Real Wood Burning Cozy Fireplace. Master Bedroom DOWN Plus Second Bedroom Down with Full Bath Makes the Perfect Guest Suite or Mother-In-Law Suite. UPSTAIRS Boasts XXL Gameroom PLUS Private Media Room!! Three Full Bedrooms Up. Outdoor Second Story Balcony Overlooking the Saltwater Pool + Spa + Privacy Fence. Located on a Cul-De-Sac. Only Minutes from the Dallas North Tollway. Amazing Home in a Amazing Location!
8/1/2022,Frisco,75036,899900,4,3.5,4156,16640,2006,217,20100728,33.1485438,-96.8691521,"MULTIPLE OFFERS!! Welcome to the BEST HOMESITE in Westfalls Village!! On this magnificent 0.38 acre homesite sits a beautiful custom 1.5 story home -Home boasts 5 Living Areas: Study, Formal Living, Family Room, Game Room, Media Room + Outdoor Living Space -Natural light floods through the large & plentiful windows -Every custom finish & feature thought through: Beautiful wood-look tile, Butler's Pantry, oversized Primary Suite with Backyard access, solid core doors, surround sound + Too many to list! -Home designed perfectly to provide PICTURESQUE VIEWS of the Backyard -The Backyard is truly a DREAM with a garden, ample room to run & play, and a tremendous DOUBLE SIZED pool & spa -Oversized Game Room, Media Room, 4th BD, 3rd Full BA, and an amazing Deck are upstairs -Fantastic location on the green space makes for ULTRA PRIVACY and cannot be beat! RECENT UPDATES: Roof replaced June 2022, HVACs, water heater, pool heater, tile, plaster, and pump -TOP RATED SCHOOLS!!"
9/1/2022,Frisco,75036,925000,5,4,4219,8276,2010,219,20135515,33.1385484,-96.8680628,"Stunning east-facing home in Frisco's Pearson Farms nestled on a corner lot with mature trees and lush landscaping. Inside, soaring ceilings, hand-scraped hardwood floors, and custom craftsmanship abound. The grand entry greets you with a formal dining room, sprawling living room with a stone fireplace, and breakfast area. The gourmet kitchen boasts dual ovens, a gas stove, ample counter space, and is complete in today's colors! The peaceful primary suite hosts room for a sitting area and a spa-like bath with a soaking tub, dual sinks, a walk-in shower, and a vast closet. A study and utility room complete the main floor. Upstairs, spacious game and media rooms, four nicely-appointed secondary bedrooms, and two baths. Relax under the covered patios, swim in the sparkling pool, or play in the grassed yard!"
7/1/2021,Frisco,75036,516900,5,3,3208,8451,2001,161,14593315,33.145102,-96.8764632,"You will love this 5 bedroom, 3 full bath in the highly desirable neighborhood of Westfalls Village! Beautiful drive-up with a grand 2 story entry to greet your guests. Spacious living has room for the whole family featuring wood type flooring, wood-burning fireplace, and soft natural light throughout. Updated kitchen features granite counters, ample cabinetry, a gas cooktop, and an inviting breakfast nook. Dream well in the primary bedroom with ensuite bath offering dual sinks, updated shower with glass surround, and a walk-in closet. Step out back, set up the bar-b-que, and enjoy the extended back patio and large backyard. Wonderful location close to schools, Main St. , parks, trails, dining, and retail."
7/1/2022,Frisco,75036,589000,4,3.5,2743,7971,2001,215,20088645,33.1492662,-96.8795718,"MULTIPLE OFFERS RECEIVED. OFFER DEADLINE TUESDAY, JUNE 21 AT 10:30AM Beautiful, immaculately maintained, one owner, oversized corner lot home in Frisco ISD. Pride of ownership rings through this completely UPDATED property from the cozy dining room, updated kitchen with island, granite counter tops, stainless steel appliances including gas cooktop, to the spacious living areas, the pristine floors, plantation shutters throughout, master bath with soaking tub, all the way through to the private backyard porch where you can enjoy a relaxing evening admiring the manicured lawn and landscaping. Even the park with splash pad is conveniently located on the same block, community pool, elementary school and middle school are easy access just a few blocks away within the neighborhood. Kick back and love living in this move-in ready home."
11/1/2022,Frisco,75036,1525000,5,5.5,4890,14113,2015,312,20158904,33.1356103,-96.8757509,"Absolutely STUNNING Exec Custom is upgraded to the max! Magnificent corner lot in Phillips Creek Ranch! Porte Cochere with Iron Motor Gate. Gorgeous iron door entry, extensive hardwood floors down, French doors into Study & built-in bookcase. Holiday Dining at it’s finest! Wine Grotto! Well Appnted Family RM w high beamed ceilings, stone FP & wall of windows overlooking Lg Cov'd outdoor living with fireplace. Open kitchen to living, brkfst bar, Lg island, Wolf & Thermador Appls, 6 brnr w-griddle, dble ovens, BIG WI pantry & Blt Ins plus Brkfst Nook. Private Mstr Ste, sitting area, bay window, spa jetted tub, Ovrszd WI Dble head shower, 3 vanities, TX sized custom closet. Top Gun Media Rm & Guest Suite on 1st floor! 3 ensuite Brs & Game Rm & full wet bar up. Oasis Backyard Pool-Spa with slide & waterfalls plus 2 play yards! Utility w sink, dog spa area & freezer space. Split 3 car garage. Community offers pools, fitness center, playgrounds, parks, ponds, volleyball & Location-location!"
9/1/2021,Frisco,75036,565000,4,3.5,3144,8538,2005,180,14641645,33.1441024,-96.871603,"Enjoy your newly sodded yard from your front covered porch & balcony, accented by columns & beautiful wrought iron door in a quiet cul-de-sac! Renovated bathrooms, kitchen with granite, stainless steel appliances, gas range, large island, refinished cabinets, breakfast bar & hardwoods through 1st floor. Updated lighting & plumbing fixtures throughout. Study with french doors, stunning windows in every room, plus high ceilings make this home open & bright. Huge family room. Private owner suite down, ensuite bath completely remodeled with quartz countertops. Game room & reading nook upstairs. 3 bedrooms up, 2 with balcony access! Oversized 2 & half car garage with electric gate. Great Neighborhood in Frisco ISD!"
12/1/2021,Frisco,75036,699000,4,3.5,3790,14854,2001,184,14703410,33.1527122,-96.8824821,"Superior West Frisco location! Highly acclaimed Frisco ISD- walk to Elementary! Welcoming front porch & recessed entry into elegant foyer with soaring ceilings on one third of an acre and on a cul-de-sac! Formal living & dining with pass-thru to eat in kitchen for easy entertaining. 2 story family room boasts built ins & picture windows in view of sparkling salt water pool! Private primary bedroom suite complete with bay window. Newer carpet, fresh paint and updates make this a must-see! Spacious backyard with newly remodeled pool & heater perfect for year round enjoyment. You will love your 3 car garage with a built in workshop. Don’t miss this opportunity to be so close to dining, shopping and entertainment!"
2/1/2022,Frisco,75036,442900,3,2,2163,6098,2006,205,14737373,33.1511884,-96.8668593,"Fall in love with this stunning 3 bedroom, 2 bathroom home in Heritage Village. This spacious home is made for the work play lifestyle with a private office and a gorgeous dining area. Vaulted ceilings invite you to gather around the cozy fireplace in the large living room. The massive kitchen boasts granite counters, tons of cabinet storage, and a large island with a breakfast bar. After a long day, relax in the primary bedroom with its own sitting area, and a spa-like ensuite complete with a walk in closet. Easy landscaping in the fenced backyard makes a perfect spot to play or enjoy the community amenities nearby. This home is located within minutes of shopping, schools, and the tollway for easy commuting."
8/1/2022,Frisco,75036,625000,4,3.5,2971,6534,2004,210,20091902,33.151179,-96.865033,"West Frisco Beauty has it all!! Must see this amzing home that has 4 bedroom, 3.5 bathrooms and a resort like backyard!! Home is just under 3000sqft. has an open floor plan, study with built-ins, formal dining room, and an oversized game and media rooms. Loaded with all the bells and whistles, home features upgraded flooring, crown molding, extensive landscaping, upgraded new HVAC in 2019, new upgraded class 4 roof, and a Chef's kitchen with Stainless steel appliances, large island and granite countertops. The backyard is an oasis!! Resort style pool with hot tub, covered patio, board on board fence, professional landscaping, and extra grassy area for the kids and pets. Ideal West Frisco location with easy access to the Tollway and feeds to much desired FISD schools (Reedy HS) Close to great shopping, dining, and entertainment. Must see this home!!"
